Team,Opponent Team,Date,Site,Incident,Time,VAR used,Decision,Referee,Descripcion
Lanús,Arsenal,2024-01-17,Cilindro,Gol,21',Sí,Amarilla,Echenique,gol entre Lanús y Arsenal al minuto 21'
Arsenal,Boca Juniors,2024-01-22,Nuevo Gasómetro,Sujeción,20',Sí,Roja,Merlos,sujeción entre Arsenal y Boca Juniors al minuto 20'
Sarmiento,Platense,2024-06-08,Cilindro,Sujeción,4',Sí,No gol,Tello,sujeción entre Sarmiento y Platense al minuto 4'
Rosario Central,Independiente,2024-10-02,Monumental,Simulación,58',Sí,Amarilla,Rapallini,simulación entre Rosario Central y Independiente al minuto 58'
Arsenal,Platense,2024-08-07,Libertadores de América,Sujeción,46',Sí,Penal,Dovalo,sujeción entre Arsenal y Platense al minuto 46'
Lanús,Platense,2024-05-25,Cilindro,Entrada violenta,70',Sí,Penal,Merlos,entrada violenta entre Lanús y Platense al minuto 70'
Gimnasia,Estudiantes,2024-12-12,Nuevo Gasómetro,Entrada violenta,44',Sí,Tiro libre,Merlos,entrada violenta entre Gimnasia y Estudiantes al minuto 44'
Boca Juniors,Sarmiento,2024-01-08,Monumental,Mano,29',Sí,Roja,Tello,mano entre Boca Juniors y Sarmiento al minuto 29'
Platense,Banfield,2024-06-27,Libertadores de América,Offside,25',Sí,Amarilla,Pitana,offside entre Platense y Banfield al minuto 25'
San Lorenzo,Boca Juniors,2024-09-02,Nuevo Gasómetro,Codazo,88',Sí,Gol,Echenique,codazo entre San Lorenzo y Boca Juniors al minuto 88'
Banfield,Talleres,2024-02-10,Nuevo Gasómetro,Entrada violenta,55',Sí,Gol,Tello,entrada violenta entre Banfield y Talleres al minuto 55'
Sarmiento,Boca Juniors,2024-08-11,Cilindro,Córner,14',Sí,Amarilla,Merlos,córner entre Sarmiento y Boca Juniors al minuto 14'
Banfield,Arsenal,2024-02-19,Monumental,Mano,39',Sí,No gol,Espinoza,mano entre Banfield y Arsenal al minuto 39'
Talleres,Racing,2024-06-07,Nuevo Gasómetro,Mano,12',Sí,Tiro libre,Echenique,mano entre Talleres y Racing al minuto 12'
Talleres,Rosario Central,2024-05-18,La Bombonera,Gol,55',Sí,No gol,Tello,gol entre Talleres y Rosario Central al minuto 55'
San Lorenzo,Racing,2024-11-02,Libertadores de América,Penal,38',Sí,Gol,Baliño,penal entre San Lorenzo y Racing al minuto 38'
Colón,Newell's,2024-09-24,Cilindro,Sujeción,71',Sí,Amarilla,Loustau,sujeción entre Colón y Newell's al minuto 71'
Platense,Racing,2024-02-19,Libertadores de América,Falta,33',Sí,No gol,Abal,falta entre Platense y Racing al minuto 33'
Racing,Huracán,2024-02-11,Monumental,Offside,6',Sí,Sin falta,Abal,offside entre Racing y Huracán al minuto 6'
River Plate,Estudiantes,2024-01-21,Cilindro,Córner,83',Sí,Sin falta,Merlos,córner entre River Plate y Estudiantes al minuto 83'
Newell's,Estudiantes,2024-04-27,Cilindro,Entrada violenta,23',Sí,Amarilla,Rapallini,entrada violenta entre Newell's y Estudiantes al minuto 23'
Godoy Cruz,Vélez,2024-09-15,La Bombonera,Sujeción,88',Sí,Sin falta,Echenique,sujeción entre Godoy Cruz y Vélez al minuto 88'
Banfield,Platense,2024-05-09,Libertadores de América,Sujeción,55',Sí,Tiro libre,Rapallini,sujeción entre Banfield y Platense al minuto 55'
Sarmiento,Huracán,2024-09-17,La Bombonera,Simulación,5',Sí,Gol,Loustau,simulación entre Sarmiento y Huracán al minuto 5'
Rosario Central,Estudiantes,2024-01-06,La Bombonera,Córner,28',Sí,No gol,Rapallini,córner entre Rosario Central y Estudiantes al minuto 28'
Talleres,Banfield,2024-03-18,Nuevo Gasómetro,Sujeción,24',Sí,Tiro libre,Merlos,sujeción entre Talleres y Banfield al minuto 24'
Godoy Cruz,San Lorenzo,2024-02-19,Libertadores de América,Offside,26',Sí,Sin falta,Pitana,offside entre Godoy Cruz y San Lorenzo al minuto 26'
Newell's,Argentinos,2024-10-12,Cilindro,Offside,10',Sí,No gol,Merlos,offside entre Newell's y Argentinos al minuto 10'
Rosario Central,Sarmiento,2024-06-05,Monumental,Córner,52',Sí,Gol,Tello,córner entre Rosario Central y Sarmiento al minuto 52'
Godoy Cruz,Gimnasia,2024-09-14,Nuevo Gasómetro,Simulación,62',Sí,Tiro libre,Merlos,simulación entre Godoy Cruz y Gimnasia al minuto 62'
Colón,Independiente,2024-05-12,Monumental,Córner,80',Sí,Gol,Tello,córner entre Colón y Independiente al minuto 80'
River Plate,Lanús,2024-06-18,Monumental,Sujeción,64',Sí,Gol,Baliño,sujeción entre River Plate y Lanús al minuto 64'
Independiente,Boca Juniors,2024-12-07,Nuevo Gasómetro,Falta,5',Sí,Tiro libre,Espinoza,falta entre Independiente y Boca Juniors al minuto 5'
Huracán,Vélez,2024-05-22,Monumental,Gol,4',Sí,Sin falta,Pitana,gol entre Huracán y Vélez al minuto 4'
Platense,Estudiantes,2024-09-11,Monumental,Sujeción,4',Sí,Penal,Echenique,sujeción entre Platense y Estudiantes al minuto 4'
Newell's,Gimnasia,2024-05-15,Cilindro,Sujeción,27',Sí,Amarilla,Pitana,sujeción entre Newell's y Gimnasia al minuto 27'
Lanús,Talleres,2024-11-09,Libertadores de América,Codazo,38',Sí,No gol,Pitana,codazo entre Lanús y Talleres al minuto 38'
Banfield,Gimnasia,2024-12-01,Libertadores de América,Córner,87',Sí,Sin falta,Dovalo,córner entre Banfield y Gimnasia al minuto 87'
Sarmiento,Gimnasia,2024-03-17,La Bombonera,Sujeción,37',Sí,No gol,Tello,sujeción entre Sarmiento y Gimnasia al minuto 37'
Boca Juniors,Colón,2024-05-21,La Bombonera,Offside,41',Sí,Gol,Loustau,offside entre Boca Juniors y Colón al minuto 41'
Estudiantes,Rosario Central,2024-05-09,Monumental,Sujeción,15',Sí,Tiro libre,Loustau,sujeción entre Estudiantes y Rosario Central al minuto 15'
San Lorenzo,Boca Juniors,2024-09-21,Cilindro,Simulación,18',Sí,Penal,Espinoza,simulación entre San Lorenzo y Boca Juniors al minuto 18'
River Plate,Sarmiento,2024-01-08,Cilindro,Sujeción,25',Sí,Gol,Rapallini,sujeción entre River Plate y Sarmiento al minuto 25'
Godoy Cruz,Platense,2024-02-16,Monumental,Córner,56',Sí,Gol,Dovalo,córner entre Godoy Cruz y Platense al minuto 56'
Estudiantes,Huracán,2024-08-27,La Bombonera,Falta,46',Sí,Amarilla,Baliño,falta entre Estudiantes y Huracán al minuto 46'
Sarmiento,San Lorenzo,2024-09-04,La Bombonera,Gol,17',Sí,Amarilla,Dovalo,gol entre Sarmiento y San Lorenzo al minuto 17'
San Lorenzo,Platense,2024-01-21,Nuevo Gasómetro,Offside,51',Sí,Roja,Tello,offside entre San Lorenzo y Platense al minuto 51'
River Plate,Huracán,2024-10-23,Cilindro,Penal,25',Sí,Roja,Baliño,penal entre River Plate y Huracán al minuto 25'
Rosario Central,River Plate,2024-07-15,Cilindro,Entrada violenta,65',Sí,Penal,Echenique,entrada violenta entre Rosario Central y River Plate al minuto 65'
San Lorenzo,Estudiantes,2024-12-01,La Bombonera,Penal,29',Sí,Gol,Rapallini,penal entre San Lorenzo y Estudiantes al minuto 29'
Talleres,Arsenal,2024-10-05,Libertadores de América,Mano,29',Sí,Amarilla,Abal,mano entre Talleres y Arsenal al minuto 29'
Banfield,Sarmiento,2024-10-03,Monumental,Sujeción,55',Sí,Amarilla,Merlos,sujeción entre Banfield y Sarmiento al minuto 55'
Boca Juniors,Platense,2024-10-08,Cilindro,Offside,4',Sí,Penal,Echenique,offside entre Boca Juniors y Platense al minuto 4'
Talleres,Arsenal,2024-06-26,Nuevo Gasómetro,Penal,57',Sí,Sin falta,Loustau,penal entre Talleres y Arsenal al minuto 57'
San Lorenzo,Arsenal,2024-03-24,Cilindro,Sujeción,56',Sí,Gol,Dovalo,sujeción entre San Lorenzo y Arsenal al minuto 56'
San Lorenzo,Argentinos,2024-09-24,Cilindro,Entrada violenta,62',Sí,Penal,Dovalo,entrada violenta entre San Lorenzo y Argentinos al minuto 62'
Estudiantes,Gimnasia,2024-12-03,Cilindro,Codazo,82',Sí,Sin falta,Abal,codazo entre Estudiantes y Gimnasia al minuto 82'
San Lorenzo,Boca Juniors,2024-07-01,Nuevo Gasómetro,Gol,1',Sí,Tiro libre,Abal,gol entre San Lorenzo y Boca Juniors al minuto 1'
Banfield,Estudiantes,2024-07-22,Nuevo Gasómetro,Gol,31',Sí,Amarilla,Espinoza,gol entre Banfield y Estudiantes al minuto 31'
Gimnasia,Vélez,2024-12-14,Libertadores de América,Falta,14',Sí,Roja,Tello,falta entre Gimnasia y Vélez al minuto 14'
Gimnasia,Huracán,2024-07-03,Cilindro,Mano,49',Sí,Penal,Espinoza,mano entre Gimnasia y Huracán al minuto 49'
Banfield,Huracán,2024-05-01,Libertadores de América,Simulación,10',Sí,Roja,Abal,simulación entre Banfield y Huracán al minuto 10'
River Plate,Sarmiento,2024-10-13,Cilindro,Sujeción,77',Sí,Penal,Echenique,sujeción entre River Plate y Sarmiento al minuto 77'
Godoy Cruz,Estudiantes,2024-02-16,Monumental,Falta,78',Sí,Gol,Loustau,falta entre Godoy Cruz y Estudiantes al minuto 78'
Racing,Argentinos,2024-04-26,La Bombonera,Simulación,79',Sí,Sin falta,Rapallini,simulación entre Racing y Argentinos al minuto 79'
Gimnasia,Newell's,2024-11-14,Monumental,Offside,7',Sí,No gol,Dovalo,offside entre Gimnasia y Newell's al minuto 7'
Arsenal,Racing,2024-03-03,Libertadores de América,Sujeción,83',Sí,Amarilla,Abal,sujeción entre Arsenal y Racing al minuto 83'
Sarmiento,Independiente,2024-03-02,Cilindro,Gol,23',Sí,Amarilla,Loustau,gol entre Sarmiento y Independiente al minuto 23'
Independiente,Newell's,2024-08-07,Monumental,Falta,27',Sí,Roja,Merlos,falta entre Independiente y Newell's al minuto 27'
Platense,Racing,2024-02-11,Nuevo Gasómetro,Mano,27',Sí,Sin falta,Echenique,mano entre Platense y Racing al minuto 27'
Lanús,Huracán,2024-11-06,Nuevo Gasómetro,Entrada violenta,12',Sí,Penal,Abal,entrada violenta entre Lanús y Huracán al minuto 12'
Talleres,Platense,2024-12-21,La Bombonera,Simulación,42',Sí,Amarilla,Espinoza,simulación entre Talleres y Platense al minuto 42'
Huracán,Godoy Cruz,2024-12-27,Cilindro,Offside,46',Sí,Tiro libre,Pitana,offside entre Huracán y Godoy Cruz al minuto 46'
Platense,Rosario Central,2024-10-23,La Bombonera,Penal,87',Sí,Amarilla,Abal,penal entre Platense y Rosario Central al minuto 87'
Banfield,Godoy Cruz,2024-05-09,Libertadores de América,Falta,39',Sí,Amarilla,Echenique,falta entre Banfield y Godoy Cruz al minuto 39'
Lanús,Boca Juniors,2024-07-27,La Bombonera,Mano,83',Sí,Penal,Rapallini,mano entre Lanús y Boca Juniors al minuto 83'
Arsenal,Huracán,2024-03-14,Monumental,Córner,79',Sí,Amarilla,Merlos,córner entre Arsenal y Huracán al minuto 79'
Talleres,Argentinos,2024-08-14,Nuevo Gasómetro,Offside,37',Sí,Roja,Rapallini,offside entre Talleres y Argentinos al minuto 37'
Racing,Talleres,2024-11-13,Libertadores de América,Simulación,82',Sí,Sin falta,Espinoza,simulación entre Racing y Talleres al minuto 82'
Talleres,Banfield,2024-02-10,Monumental,Sujeción,67',Sí,No gol,Abal,sujeción entre Talleres y Banfield al minuto 67'
Lanús,Arsenal,2024-09-17,Cilindro,Sujeción,70',Sí,Tiro libre,Espinoza,sujeción entre Lanús y Arsenal al minuto 70'
Argentinos,River Plate,2024-03-26,Libertadores de América,Penal,68',Sí,Roja,Echenique,penal entre Argentinos y River Plate al minuto 68'
Rosario Central,Argentinos,2024-03-20,Libertadores de América,Sujeción,81',Sí,Penal,Baliño,sujeción entre Rosario Central y Argentinos al minuto 81'
Argentinos,Racing,2024-05-19,Libertadores de América,Falta,89',Sí,Amarilla,Dovalo,falta entre Argentinos y Racing al minuto 89'
Banfield,Estudiantes,2024-05-24,Nuevo Gasómetro,Sujeción,58',Sí,Tiro libre,Abal,sujeción entre Banfield y Estudiantes al minuto 58'
Godoy Cruz,River Plate,2024-05-01,Nuevo Gasómetro,Falta,16',Sí,Roja,Tello,falta entre Godoy Cruz y River Plate al minuto 16'
Gimnasia,River Plate,2024-03-17,La Bombonera,Entrada violenta,6',Sí,Penal,Loustau,entrada violenta entre Gimnasia y River Plate al minuto 6'
Vélez,Racing,2024-12-11,Monumental,Codazo,41',Sí,Penal,Dovalo,codazo entre Vélez y Racing al minuto 41'
Rosario Central,River Plate,2024-09-07,Cilindro,Mano,33',Sí,Sin falta,Tello,mano entre Rosario Central y River Plate al minuto 33'
Colón,Vélez,2024-09-02,La Bombonera,Offside,67',Sí,Sin falta,Tello,offside entre Colón y Vélez al minuto 67'
San Lorenzo,Boca Juniors,2024-02-22,La Bombonera,Falta,77',Sí,Roja,Dovalo,falta entre San Lorenzo y Boca Juniors al minuto 77'
Rosario Central,Arsenal,2024-01-07,Cilindro,Entrada violenta,8',Sí,No gol,Baliño,entrada violenta entre Rosario Central y Arsenal al minuto 8'
Estudiantes,Huracán,2024-03-24,Cilindro,Gol,56',Sí,Sin falta,Dovalo,gol entre Estudiantes y Huracán al minuto 56'
Vélez,Independiente,2024-06-17,Nuevo Gasómetro,Córner,72',Sí,Gol,Espinoza,córner entre Vélez y Independiente al minuto 72'
Banfield,Colón,2024-04-19,Libertadores de América,Falta,17',Sí,Tiro libre,Pitana,falta entre Banfield y Colón al minuto 17'
Newell's,Gimnasia,2024-04-17,La Bombonera,Gol,28',Sí,Tiro libre,Loustau,gol entre Newell's y Gimnasia al minuto 28'
Vélez,Argentinos,2024-08-19,Cilindro,Falta,7',Sí,Sin falta,Echenique,falta entre Vélez y Argentinos al minuto 7'
Lanús,Talleres,2024-01-08,Monumental,Simulación,16',Sí,Gol,Merlos,simulación entre Lanús y Talleres al minuto 16'
Banfield,Lanús,2024-06-19,La Bombonera,Córner,22',Sí,No gol,Espinoza,córner entre Banfield y Lanús al minuto 22'
Gimnasia,Sarmiento,2024-04-28,Cilindro,Falta,71',Sí,Amarilla,Espinoza,falta entre Gimnasia y Sarmiento al minuto 71'
Estudiantes,Banfield,2024-04-15,La Bombonera,Codazo,62',Sí,No gol,Abal,codazo entre Estudiantes y Banfield al minuto 62'
Argentinos,Newell's,2024-11-01,La Bombonera,Codazo,68',Sí,Gol,Tello,codazo entre Argentinos y Newell's al minuto 68'
Vélez,Gimnasia,2024-11-04,La Bombonera,Offside,9',Sí,No gol,Tello,offside entre Vélez y Gimnasia al minuto 9'
Argentinos,Huracán,2024-07-19,Cilindro,Simulación,25',Sí,Tiro libre,Tello,simulación entre Argentinos y Huracán al minuto 25'
Vélez,River Plate,2024-05-23,Monumental,Gol,2',Sí,Gol,Merlos,gol entre Vélez y River Plate al minuto 2'
Rosario Central,Lanús,2024-07-25,Libertadores de América,Simulación,75',Sí,Roja,Baliño,simulación entre Rosario Central y Lanús al minuto 75'
Boca Juniors,Sarmiento,2024-02-14,Monumental,Penal,68',Sí,Sin falta,Merlos,penal entre Boca Juniors y Sarmiento al minuto 68'
Lanús,Banfield,2024-08-02,Cilindro,Mano,14',Sí,No gol,Loustau,mano entre Lanús y Banfield al minuto 14'
Gimnasia,San Lorenzo,2024-02-06,Monumental,Sujeción,53',Sí,Gol,Pitana,sujeción entre Gimnasia y San Lorenzo al minuto 53'
Huracán,Platense,2024-12-13,Monumental,Falta,23',Sí,Tiro libre,Pitana,falta entre Huracán y Platense al minuto 23'
Argentinos,Arsenal,2024-02-23,Libertadores de América,Entrada violenta,73',Sí,No gol,Pitana,entrada violenta entre Argentinos y Arsenal al minuto 73'
Rosario Central,Sarmiento,2024-10-27,Monumental,Entrada violenta,40',Sí,Roja,Dovalo,entrada violenta entre Rosario Central y Sarmiento al minuto 40'
Argentinos,Lanús,2024-02-03,Monumental,Mano,50',Sí,Penal,Loustau,mano entre Argentinos y Lanús al minuto 50'
Gimnasia,Argentinos,2024-04-13,Cilindro,Mano,31',Sí,No gol,Pitana,mano entre Gimnasia y Argentinos al minuto 31'
Independiente,Lanús,2024-02-09,La Bombonera,Falta,72',Sí,Gol,Dovalo,falta entre Independiente y Lanús al minuto 72'
Sarmiento,Boca Juniors,2024-05-02,Cilindro,Gol,1',Sí,Sin falta,Echenique,gol entre Sarmiento y Boca Juniors al minuto 1'
Independiente,Lanús,2024-09-11,Nuevo Gasómetro,Codazo,77',Sí,Gol,Pitana,codazo entre Independiente y Lanús al minuto 77'
Argentinos,Talleres,2024-12-25,Cilindro,Córner,36',Sí,Gol,Echenique,córner entre Argentinos y Talleres al minuto 36'
Arsenal,Argentinos,2024-08-21,Cilindro,Falta,55',Sí,Penal,Abal,falta entre Arsenal y Argentinos al minuto 55'
Banfield,Independiente,2024-09-21,Monumental,Mano,64',Sí,Penal,Pitana,mano entre Banfield y Independiente al minuto 64'
River Plate,Lanús,2024-12-09,Monumental,Penal,13',Sí,Roja,Loustau,penal entre River Plate y Lanús al minuto 13'
Godoy Cruz,Rosario Central,2024-06-13,Nuevo Gasómetro,Gol,31',Sí,Amarilla,Dovalo,gol entre Godoy Cruz y Rosario Central al minuto 31'
Independiente,Godoy Cruz,2024-11-11,Nuevo Gasómetro,Falta,32',Sí,Sin falta,Rapallini,falta entre Independiente y Godoy Cruz al minuto 32'
Vélez,Gimnasia,2024-02-03,Libertadores de América,Gol,46',Sí,Amarilla,Rapallini,gol entre Vélez y Gimnasia al minuto 46'
Gimnasia,Rosario Central,2024-10-07,Cilindro,Gol,62',Sí,Sin falta,Pitana,gol entre Gimnasia y Rosario Central al minuto 62'
Colón,Lanús,2024-03-24,Libertadores de América,Offside,22',Sí,Sin falta,Echenique,offside entre Colón y Lanús al minuto 22'
Arsenal,Godoy Cruz,2024-03-06,La Bombonera,Penal,76',Sí,No gol,Baliño,penal entre Arsenal y Godoy Cruz al minuto 76'
Lanús,Independiente,2024-02-15,Monumental,Falta,66',Sí,Sin falta,Echenique,falta entre Lanús y Independiente al minuto 66'
Argentinos,Estudiantes,2024-06-21,Nuevo Gasómetro,Falta,45',Sí,Penal,Echenique,falta entre Argentinos y Estudiantes al minuto 45'
Vélez,Estudiantes,2024-05-03,Cilindro,Entrada violenta,50',Sí,Tiro libre,Merlos,entrada violenta entre Vélez y Estudiantes al minuto 50'
Rosario Central,Banfield,2024-02-21,Cilindro,Gol,16',Sí,Penal,Espinoza,gol entre Rosario Central y Banfield al minuto 16'
Rosario Central,Huracán,2024-07-01,Nuevo Gasómetro,Falta,55',Sí,Tiro libre,Baliño,falta entre Rosario Central y Huracán al minuto 55'
Boca Juniors,Sarmiento,2024-10-02,Monumental,Gol,72',Sí,Penal,Baliño,gol entre Boca Juniors y Sarmiento al minuto 72'
Godoy Cruz,Estudiantes,2024-04-02,Cilindro,Córner,32',Sí,Roja,Baliño,córner entre Godoy Cruz y Estudiantes al minuto 32'
Colón,Rosario Central,2024-12-07,Cilindro,Mano,5',Sí,No gol,Echenique,mano entre Colón y Rosario Central al minuto 5'
Talleres,Banfield,2024-12-25,Monumental,Córner,88',Sí,No gol,Tello,córner entre Talleres y Banfield al minuto 88'
Newell's,Vélez,2024-04-25,La Bombonera,Penal,18',Sí,Gol,Tello,penal entre Newell's y Vélez al minuto 18'
Vélez,Argentinos,2024-04-02,Cilindro,Codazo,53',Sí,Penal,Dovalo,codazo entre Vélez y Argentinos al minuto 53'
Godoy Cruz,Vélez,2024-07-15,Nuevo Gasómetro,Offside,86',Sí,Sin falta,Espinoza,offside entre Godoy Cruz y Vélez al minuto 86'
Independiente,Sarmiento,2024-06-03,Cilindro,Codazo,52',Sí,Amarilla,Merlos,codazo entre Independiente y Sarmiento al minuto 52'
Talleres,Racing,2024-04-21,La Bombonera,Entrada violenta,1',Sí,Roja,Rapallini,entrada violenta entre Talleres y Racing al minuto 1'
Newell's,Independiente,2024-01-15,La Bombonera,Sujeción,12',Sí,Tiro libre,Baliño,sujeción entre Newell's y Independiente al minuto 12'
Huracán,Colón,2024-10-04,Nuevo Gasómetro,Córner,19',Sí,Roja,Loustau,córner entre Huracán y Colón al minuto 19'
Banfield,Argentinos,2024-03-22,Monumental,Simulación,83',Sí,Gol,Espinoza,simulación entre Banfield y Argentinos al minuto 83'
Argentinos,Independiente,2024-05-04,Libertadores de América,Córner,35',Sí,Penal,Rapallini,córner entre Argentinos y Independiente al minuto 35'
Banfield,Gimnasia,2024-02-11,Monumental,Falta,43',Sí,Amarilla,Echenique,falta entre Banfield y Gimnasia al minuto 43'
Banfield,San Lorenzo,2024-11-08,Cilindro,Sujeción,27',Sí,Sin falta,Echenique,sujeción entre Banfield y San Lorenzo al minuto 27'
Colón,Arsenal,2024-11-12,Monumental,Falta,50',Sí,No gol,Abal,falta entre Colón y Arsenal al minuto 50'
Lanús,Platense,2024-03-02,Monumental,Mano,90',Sí,Amarilla,Echenique,mano entre Lanús y Platense al minuto 90'
Independiente,Estudiantes,2024-06-24,La Bombonera,Córner,66',Sí,No gol,Abal,córner entre Independiente y Estudiantes al minuto 66'
Gimnasia,Lanús,2024-06-08,Nuevo Gasómetro,Mano,42',Sí,Penal,Dovalo,mano entre Gimnasia y Lanús al minuto 42'
Lanús,Argentinos,2024-03-21,Nuevo Gasómetro,Sujeción,10',Sí,Penal,Dovalo,sujeción entre Lanús y Argentinos al minuto 10'
Banfield,Newell's,2024-05-22,Nuevo Gasómetro,Entrada violenta,7',Sí,Gol,Dovalo,entrada violenta entre Banfield y Newell's al minuto 7'
Gimnasia,Huracán,2024-11-26,La Bombonera,Córner,68',Sí,Roja,Baliño,córner entre Gimnasia y Huracán al minuto 68'
Colón,Estudiantes,2024-07-06,Nuevo Gasómetro,Simulación,55',Sí,Amarilla,Dovalo,simulación entre Colón y Estudiantes al minuto 55'
